,word,freq
1703,agar,62
989,narsa,62
106,eng,62
530,ustida,61
118,birinchi,61
972,bosh,60
4127,uy,60
1930,kutib,60
52,o‘tkan,60
1491,aytib,59
3335,ma’lum,58
1459,borib,58
329,homidning,57
916,davom,57
1673,musulmonqul,57
1118,ularning,57
72,ila,56
1415,tushdi,56
847,kuldi,55
517,bergan,55
3033,tushkan,55
167,ko‘b,55
350,sizni,53
1119,ko‘zi,53
251,hojining,53
3819,shundan,53
76,yuz,53
1057,qayta,53
2474,o‘sha,52
1926,ichkariga,52
1945,kirdi,52
8034,xat,52
531,haligi,52
909,yer,51
2502,o‘qub,51
265,bizga,51
2159,bo‘lar,51
1417,ko‘zini,51
683,o‘zim,50
590,so‘zini,50
476,ayniqsa,50
2956,oldig‘a,49
1187,yonida,49
520,to‘g‘rida,49
1150,katta,49
1017,birga,49
1779,uzoq,49
690,tomonidan,48
1925,ochib,48
2621,uyga,48
11840,zaynabning,48
488,olg‘an,48
124,o‘g‘li,48
10152,axir,48
2190,boshini,47
1948,o‘lturdi,47
1408,biroq,47
931,boyag‘i,47
775,balki,47
1942,turar,47
1922,yarim,47
3320,xatni,46
1477,ko‘rib,46
2056,o‘rnidan,46
364,martaba,46
2157,ostida,45
460,hasanalining,45
3922,o‘zingiz,45
80,mana,45
482,buning,45
2989,tushib,45
2466,mendan,44
925,u,44
3147,kumushni,44
1538,oy,44
1735,shunday,44
103,yaqin,43
908,turlik,43
446,shundog‘,43
2490,marg‘ilong‘a,43
268,ular,43
3029,qo‘l,43
112,xon,43
533,toshkanddan,43
1468,to‘g‘risida,42
468,o‘tib,42
1310,qilar,42
519,boshlab,42
597,boshlag‘an,42
1171,yosh,42
220,og‘ir,42
1102,qutidorning,41
1643,qipchoq,41
1683,etdi,41
1984,yuziga,41
2148,onasi,41
440,so‘ngra,41
1060,buni,40
99,shunga,40
634,sizdan,40
3094,kumushka,40
830,orasida,40
3531,qo‘rg‘on,40
552,so‘zlab,40
1328,o‘rniga,39
420,o‘g‘lim,39
2205,tamom,39
15564,farfi,39
1165,o‘lturgan,39
2187,muncha,39
4412,bechora,39
669,xudo,39
2389,ya’ni,39
5657,kundash,39
2835,qizim,38
2078,etib,38
675,to‘rt,38
421,choy,38
153,bir-ikki,38
1601,edik,38
1960,qiziq,38
224,oq,38
3835,qo‘yg‘an,37
1148,oradan,37
838,kuni,37
885,mirzakarim,37
696,qiz,37
1658,xalq,37
1018,qaysi,37
910,ostidan,37
3092,kuyav,37
2495,yuzini,36
1154,emish,36
19774,xushro‘y,36
13885,saodat,36
2443,bunga,36
407,ota,36
2590,uch-to‘rt,36
7664,dedim,36
1757,berar,36
542,marg‘ilonda,35
1192,toshkandga,35
3386,o‘rda,35
1773,chiqg‘an,35
2098,ichiga,35
1931,turdi,35
3130,yubordi,35
1465,ko‘rgan,35
1381,odam,35
606,marg‘ilondan,35
3050,tashlab,35
1163,quloq,34
16196,mutal,34
1834,olish,34
1698,ko‘tarib,34
2131,yotqan,34
2369,ochiq,34
786,ma’qul,34
2118,yurib,34
1134,toshkandda,34
2143,xabar,34
1103,ko‘zlari,33
970,so‘zi,33
968,mehmon,33
1237,azizbekning,33
1300,so‘zni,33
958,yoki,33
314,kishilar,33
826,kulimsirab,32
307,uchundir,32
1494,ilgari,32
3421,kecha,32
431,bo‘ladir,32
1297,eshitib,32
467,chamasi,32
3156,opa,32
16,yangi,32
13013,jannat,32
4069,o‘g‘ul,31
2517,birar,31
471,chin,31
500,qo‘yib,31
416,ba’zi,31
2215,butun,31
56,yo‘lida,31
5287,og‘iz,31
672,yil,31
1164,solib,31
2172,jon,31
3286,oldida,31
3334,yetib,31
10048,san,31
1980,yo‘qmi,31
2960,onasig‘a,31
5693,qo‘lig‘a,30
1512,kungi,30
3874,xafa,30
11830,zaynabka,30
626,otam,30
2083,to‘xtadi,30
259,darboza,30
2709,ustidan,30
6156,qushbegining,30
315,orqasidan,30
2888,fotiha,30
2824,uydan,30
1548,yerda,30
2096,ostig‘a,29
1981,gapni,29
4118,otasi,29
3249,bunday,29
3008,kelar,29
6831,olg‘ach,29
6255,man,28
2829,uyiga,28
2713,boshig‘a,28
2097,yotib,28
567,yo,28
734,shuni,28
3879,ishka,28
100,ko‘ra,28
5138,tovshi,28
2233,ortiqcha,28
5310,yomon,28
4684,so‘zlar,27
4113,ot,27
217,egasi,27
725,muvofiq,27
840,daqiqa,27
8489,qolsa,27
702,bekning,27
2177,o‘lturar,27
2678,uyning,27
372,orada,27
2153,senga,27
2402,kutilmagan,27
10518,bolam,27
3840,aniq,27
348,aytdi,27
2105,tovush,27
2123,qo‘lini,27
272,kishining,27
1088,salom,27
705,kungacha,26
1915,tomong‘a,26
6120,qani,26
1399,sira,26
3316,qo‘lida,26
1437,ha,26
1899,eshik,26
1455,yurgan,26
3290,o‘zing,26
2437,ona,26
2360,ko‘yi,26
397,uncha,26
2856,erining,26
3946,qabul,26
3235,normuhammad,26
1839,hatto,26
1589,chiqarib,26
6403,na,26
2574,bosib,26
2707,ichidan,25
718,nozik,25
11960,taloq,25
1184,kunda,25
2738,to‘ybeka,25
2455,bilib,25
652,yozib,25
1375,ortiq,25
12354,qix,25
1961,kundan,25
1069,akram,25
2072,sekingina,25
234,bas,25
2964,onasining,25
207,sham’,25
279,yigirma,25
2357,ishni,25
4192,kirgan,25
3317,maktub,25
8122,gal,25
2827,suv,25
2033,qo‘li,25
1294,der,25
3760,hayron,24
2330,boshi,24
287,shohichi,24
2306,savol,24
5870,eski,24
1876,gaplar,24
2890,oyimg‘a,24
1050,qizig‘a,24
273,bittasi,24
4056,tarafidan,24
9948,maning,24
293,uzun,24
706,to‘y,24
1141,edingiz,24
2721,eriga,24
11781,oybodoq,24
2482,bormi,24
3095,ana,24
7179,quruq,24
63,ishning,23
4724,xotinlar,23
1983,shekillik,23
1158,bo‘ldim,23
2774,yuzi,23
2925,so‘ziga,23
7107,o‘lturib,23
766,tashladi,23
174,qarag‘anda,23
1120,uchunchi,23
18,oyoq,23
3579,bo‘lsam,23
3318,maktubni,23
221,ulug‘,23
5264,soat,23
1905,to‘xtab,23
1578,eshitkan,23
1108,otabekdan,23
1489,qoldirib,23
2586,ketib,23
975,vaqtda,23
5061,qo‘lidag‘i,22
281,yoshlar,22
4277,berish,22
1919,tinch,22
2810,qizi,22
644,ko‘rindi,22
398,o‘zgarish,22
453,qo‘lidan,22
10460,esa,22
2496,chetka,22
4630,birav,22
3225,qo‘qong‘a,22
3237,ming,22
886,qizini,22
729,bo‘lmas,22
1398,sabab,22
6220,qushbegiga,22
2539,kishiga,22
424,xo‘b,22
2287,ertaga,22
2537,yurak,21
1271,hukm,21
804,degandek,21
742,er,21
944,otangiz,21
299,o‘ttuz,21
11421,devona,21
1230,otasining,21
1758,yo‘sun,21
2252,tomondan,21
1991,bunchalik,21
4495,kelin,21
10130,marg‘ilonliq,21
1093,majlis,21
2214,bordi,21
2570,havli,21
988,bunda,21
1843,qattig‘,21
7771,va’da,21
2196,darajada,21
2102,fursat,21
1533,barcha,21
18481,ali,21
2122,borg‘an,21
347,uzr,21
967,qachon,21
2310,bilmadim,21
6074,o‘t,20
651,dasturxon,20
2729,kampir,20
4586,qizlar,20
2073,tashqarig‘a,20
2572,havlining,20
1355,qandog‘,20
4797,haytovur,20
1409,hozirgi,20
6399,o‘zimning,20
3469,emasmi,20
2548,ikkisi,20
4817,xotinning,20
2104,etkan,20
719,dunyoda,20
3051,anchagina,20
7296,bo‘lg‘ani,20
1097,yuqorida,20
494,bo‘lsalar,20
2071,ochdi,20
1407,qiyin,20
1812,ko‘rsatib,20
4078,yuragi,20
3159,yeb,20
2151,seni,20
1011,qila,20
3389,qo‘qon,20
797,ehtimol,20
1250,o‘g‘lini,20
451,kelguchi,20
30,o‘xshash,19
1600,ketar,19
1884,hasanaliga,19
3846,qayerda,19
1071,qirq,19
7150,tanga,19
2274,hamon,19
2812,sovuq,19
516,qaror,19
12420,yo‘lakka,19
2840,qizining,19
2917,toshkandlik,19
2689,atlas,19
4365,duo,19
1508,bo‘lg‘anlig‘ini,19
963,mumkin,19
2864,gapka,19
1386,o‘tdi,19
7411,qolib,19
486,ko‘rar,19
443,so‘zdan,19
2297,ersa,19
2937,qarshisida,19
1125,kuzatib,19
12836,sodiqning,19
11209,bo‘lsangiz,19
1995,bilmas,19
2881,so‘rab,19
843,yigitlar,19
895,bo‘lmadi,19
4291,bo‘lg‘anda,19
2542,kuch,19
844,bitta,19
2866,kechasi,19
893,bundan,19
2686,ayvonning,19
6939,hudaychi,18
2699,kiyib,18
1323,qulliq,18
680,chindan,18
7318,otini,18
4176,sayin,18
4444,yetdi,18
257,ulardan,18
1055,kishini,18
694,ko‘rdi,18
2032,o‘ng,18
409,shukur,18
11198,o‘zimga,18
1602,holga,18
5923,shahar,18
1963,yurar,18
3569,oyog‘,18
6453,qancha,18
2189,tin,18
5701,orqaliq,18
4605,bilar,18
4762,deydir,18
5373,ekansiz,18
19705,mohira,18
945,chiqar,18
1368,yozg‘an,18
1627,qo‘rqunch,18
2207,holatda,18
9408,musulmonqulning,18
3083,osh,18
4302,tutib,18
3,kunlar,18
2355,to‘xtatib,18
2391,barakalla,18
2145,sening,18
901,orag‘a,18
6227,o‘tabboy,18
437,hasanalini,18
2808,ko‘ringan,18
1941,qotib,18
5800,bilgan,18
1747,og‘zig‘a,17
961,mulohaza,17
3514,harakat,17
965,qoldilar,17
985,ovora,17
5957,qorong‘i,17
11390,uyat,17
3748,yetmish,17
3224,kunlarda,17
693,lozim,17
812,kelmas,17
9555,deyman,17
2605,ariq,17
2058,yonib,17
4062,boshlandi,17
1744,tamoman,17
2241,ko‘nglidan,17
2656,tashqari,17
5527,kuchlik,17
758,erga,17
756,aytkandek,17
2070,eshikni,17
218,boshqacha,17
4382,ertalab,17
13065,emasman,17
4531,oltin,17
1762,topib,17
376,mehmonlar,17
3690,muborak,17
1212,o‘rinsiz,17
3693,oshni,17
3448,bo‘ldilar,17
1106,boshladilar,17
1321,tezroq,17
3109,ko‘rinib,17
3834,kimga,17
354,joy,17
2327,o‘ylag‘an,17
3988,o‘zida,17
4869,uyda,17
551,hol,17
7884,dor,17
2529,ustidagi,17
3631,borar,17
11984,oyi,17
1496,boshqalar,17
3266,olmas,17
4174,yildan,17
3676,garchi,16
6035,daraja,16
1985,ko‘tarilib,16
874,uzatdi,16
282,chamaliq,16
1590,aytkan,16
1684,qo‘y,16
2286,olmadi,16
57,kichkina,16
3502,joyda,16
156,qilish,16
2897,ber,16
584,bir-birlariga,16
1182,bermadi,16
2968,mehmonxonada,16
96,ko‘rish,16
1298,turgan,16
1958,ko‘ziga,16
2785,nihoyatda,16
6501,olmag‘an,16
3842,bilaman,16
825,ishi,16
3518,ruxsat,16
3792,tushuna,16
3403,o‘g‘lining,16
171,mashg‘ul,16
4086,bilmay,16
1932,tez,16
1419,ko‘ngli,16
3480,qipchoqlar,16
2930,buyurdi,16
2195,tovshini,16
3427,shaharning,16
7634,ancha,16
3978,yigitning,16
260,yonidag‘i,16
3858,sababi,16
3121,yigitni,15
9816,uyatsiz,15
5142,qo‘lg‘a,15
343,bizni,15
1128,o‘zicha,15
87,orqasida,15
7654,yo‘lda,15
2766,narsani,15
9118,niyoz,15
8159,o‘shal,15
5667,o‘lim,15
2095,daricha,15
1889,ketdilar,15
948,yuzida,15
8276,so‘ngg‘i,15
8966,bul,15
2533,muhabbat,15
2620,ayvon,15
969,bo‘lasiz,15
1176,qutidorg‘a,15
18383,zaynabni,15
91,cho‘chib,15
7067,sipohlar,15
2599,tomon,15
790,masalan,15
1782,agarda,15
246,xayol,15
1020,ixtiyor,15
852,qon,15
60,to‘g‘risi,15
8191,oldim,15
4552,ota-ona,15
10742,yo‘lakdan,15
53,zamon,15
1424,holini,15
2588,darbozaning,15
1825,bo‘yi,15
13903,saodatning,15
12651,ko‘chaning,15
211,yengil,15
3633,kechagi,15
3611,hanuz,15
448,vaqtida,15
7288,ravishda,15
9958,arava,14
6755,dunyo,14
13455,shokirbek,14
1861,mulla,14
2659,yonidan,14
508,qur’on,14
2017,tavba,14
3009,kumushbibining,14
10062,hafta,14
3800,kelishi,14
5716,so‘zlashib,14
6732,keladir,14
1916,yurdi,14
6090,eshikdan,14
2480,yig‘ib,14
907,o‘ylayman,14
5537,ushlab,14
1080,ko‘zdan,14
2109,ichkaridan,14
352,ularga,14
2576,xizmat,14
8052,qabilidan,14
4417,tortib,14
405,hasanalidan,14
4825,boshda,14
1078,qaytadan,14
3267,xabarni,14
1058,ularni,14
4203,qoldim,14
4279,kengash,14
608,negaki,14
1206,majliska,14
4352,javobini,14
2171,yugurib,14
932,holat,14
2886,ichib,14
6063,yigitlari,14
11662,hindi,14
15623,alimning,14
1358,vaqtlarda,14
2733,boshida,14
5330,pul,14
2259,kunlik,14
4660,entikib,14
733,shubha,14
4161,shohi,14
8220,qizingiz,14
3111,holi,14
2374,qurib,14
2981,qizil,14
5534,ochilib,14
1140,bola,14
2254,og‘zidan,14
2687,o‘rta,14
5622,bog‘lab,14
292,ikkinchisi,14
562,ko‘rinar,14
4111,umid,14
3930,sababini,14
10287,sanga,14
2602,yo‘lak,14
7295,o‘rdaga,14
4554,rozi,14
3557,hamisha,14
109,kunlari,14
9660,o‘zidan,14
1954,narigi,14
4990,xil,14
3099,bo‘lsang,13
4263,tuzik,13
1200,musulmon,13
2503,olar,13
1882,iljayib,13
5620,ehtimolki,13
12632,bering,13
3139,eding,13
5967,kirish,13
1670,nimaga,13
964,jim,13
2475,sirni,13
954,etar,13
2661,ichkari,13
6602,qochib,13
2486,choyni,13
1179,nimadir,13
6503,ozg‘ina,13
532,gapdan,13
3777,akaning,13
8014,tushunib,13
3358,janobi,13
3456,bo‘lgan,13
1015,bo‘sh,13
3538,holiga,13
2243,kimning,13
7461,mudhish,13
3871,yerdan,13
4541,kumushdan,13
7287,qolar,13
47,his,13
575,ko‘rdim,13
290,otliq,13
3807,favqulodda,13
2354,arang,13
1866,binoan,13
1094,uyida,13
4565,ko‘ngliga,13
1262,yo‘lg‘a,13
7816,mayli,13
684,bilmayman,13
2053,narsaga,13
1904,xayr,13
5238,so‘zlari,13
2938,o‘lturg‘an,13
3808,oxirda,13
4740,qat,13
992,havlig‘a,13
8286,berishka,13
9817,ikkita,13
5803,qo‘rboshining,13
181,ko‘kka,13
11408,qovoq,13
1208,ayb,13
2099,soldi,13
2186,yuborg‘an,13
1569,darhaqiqat,13
187,hujra,13
819,ol,13
1286,azizbekni,13
4411,boshlar,13
248,o‘lturg‘uchi,13
12356,aylanay,13
11799,aytdim,13
2015,o‘rnini,12
7301,yetkan,12
2100,ichi,12
5237,o‘ynab,12
22,yo‘sunda,12
134,quyosh,12
1226,majlisning,12
3413,to,12
5951,qilich,12
12376,qatnab,12
4446,dunyodan,12
3799,keldim,12
4245,majlisda,12
5224,bir-birisiga,12
2009,to‘lg‘an,12
1110,og‘zini,12
1025,salomat,12
2719,yuzidan,12
3492,javobi,12
5193,shunda,12
1142,go‘yoki,12
5394,tomoq,12
1405,o‘ylar,12
7848,xudoyor,12
7825,jallod,12
10327,xotinig‘a,12
201,munda,12
740,bo‘lishi,12
4044,sovchilar,12
209,o‘zga,12
747,bo‘lish,12
1693,mingboshi,12
7553,o‘zingizning,12
4675,olg‘andan,12
2891,kunga,12
770,bo‘lg‘anliqdan,12
493,bo‘lmag‘an,12
2446,til,12
5611,haqiqat,12
2515,sir,12
6034,qay,12
2987,turdi-da,12
188,anovi,12
1853,qiladirg‘an,12
475,hojiga,12
6021,ko‘rinadir,12
5702,ko‘chaga,12
726,kelsa,12
6198,toshkandning,12
528,ko‘ngil,12
4039,gaplarni,12
6311,boya,12
4992,nimani,12
7497,negadir,12
1575,eshitar,12
613,bo‘lur,12
5579,darbozadan,12
3914,kulgi,12
302,yaxshig‘ina,12
1501,butunlay,12
1500,o‘zimni,12
7719,so‘zlay,12
3609,kunlab,12
7930,orqasig‘a,12
1699,el,12
2397,o‘g‘lig‘a,12
5180,ayting,12
677,qadam,12
4567,darrav,12
1732,ekanlar,12
7451,ishini,12
2525,tusi,12
18833,qayum,12
1646,o‘rnida,12
2870,chiqardi,12
1547,shirin,12
4699,majlisi,12
2160,uxlab,12
5975,adim,12
3787,tevaragiga,12
3681,turmadi,12
400,mehmonlarni,12
12686,xaroba,12
140,darbozasi,12
2169,yel,12
2781,latif,12
13053,soxta,12
3966,ishorat,12
3683,qaytdi,11
1832,sukut,11
11777,tayyor,11
8024,kutmagan,11
4826,yig‘lab,11
321,qo‘shib,11
5509,yov,11
6197,ta’sir,11
4300,yaramas,11
1659,orasig‘a,11
10826,ering,11
5174,tortqan,11
5259,olti,11
1655,hosil,11
3880,bo‘lsaq,11
8221,qulog‘ig‘a,11
6727,dahshat,11
582,berilgan,11
19711,otin,11
5971,aylanib,11
2915,qanaqa,11
671,bersa,11
1059,kechirdi,11
11481,piyola,11
2920,uch-to‘rtta,11
1937,o‘rin,11
6715,o‘zlari,11
1412,ixtiyorsiz,11
3066,kutar,11
2484,piyolani,11
7731,to‘g‘risini,11
4452,xotini,11
1720,basharti,11
670,umr,11
15155,ketish,11
1713,olur,11
2322,ishdan,11
11099,bersin,11
9326,qilmoqchi,11
4478,fikr,11
914,xabarsiz,11
9202,yo‘lig‘a,11
1737,boshidan,11
863,qilishg‘a,11
2371,fikriga,11
1668,yurt,11
5208,voy,11
6806,hujum,11
5107,borliq,11
1599,oshib,11
2234,kirar,11
6002,o‘rdaning,11
1175,aralash,11
5940,sakkiz,11
1686,hokimi,11
3533,beringiz,11
3011,yetkanda,11
5551,qarag‘an,11
19742,xushro‘yning,11
1967,unutib,11
4092,bo‘la,11
2507,xo‘sh,11
801,eshitdi,11
13546,qimiz,11
7947,maktubning,11
803,deysan,11
7703,ilgarigi,11
2461,isbot,11
3015,qo‘yar,11
6763,otning,11
4050,chuqur,11
4268,ekanini,11
6350,ishlar,11
4088,turg‘uchi,11
3886,o‘ylanib,11
12010,shuncha,11
1896,tuzikmi,11
1642,chopon,11
1124,e’tibor,10
1878,ko‘nglini,10
10131,onangning,10
9588,onglar,10
6790,yor,10
14027,kampirning,10
19491,kundashlik,10
4152,xanjar,10
12833,xatini,10
1998,uyqudan,10
4934,desangiz,10
2379,tushunolmay,10
7619,muvaffaq,10
7380,bo‘lg‘anini,10
1377,kimdan,10
3325,o‘qudi,10
4227,yuragiga,10
309,bo‘lmay,10
11583,xudda,10
4964,sizlarga,10
7860,harakati,10
3234,to‘n,10
2839,turadir,10
1529,arz,10
12650,tor,10
536,arzimagan,10
324,homidboy,10
1139,besh-olti,10
1816,hikoya,10
1888,birgalashib,10
27,ketidan,10
10115,eridan,10
1186,begi,10
6844,bog‘lag‘an,10
4426,otang,10
496,o‘lib,10
3382,isyon,10
10165,marg‘ilonliqning,10
6302,burun,10
434,bermay,10
4965,yaxshilab,10
4873,o‘zlarining,10
8772,ishlarni,10
1700,yelkasiga,10
2309,ishorasini,10
3399,azizbekka,10
1002,otangizning,10
7559,shunchalik,10
4794,beradir,10
5614,yo‘lakda,10
3163,jonim,10
2804,o‘rab,10
5123,uchib,10
8282,qildim,10
7458,gunoh,10
1329,hojini,10
1030,begona,10
783,haq,10
779,qilg‘uchi,10
4232,ekanligini,10
5426,kutkan,10
7049,rayimbek,10
4995,ichki,10
1016,bo‘laman,10
10379,kir,10
2184,topshirib,10
4792,yoshisini,10
4087,shoshib,10
857,qilasan,10
1921,tun,10
14280,turg‘ach,10
5506,choqg‘acha,10
137,shom,10
905,o‘rtada,10
2783,tomonida,10
7211,qo‘ydim,10
10322,shundoq,10
5973,so‘l,10
1770,tahorat,10
10320,saning,10
3014,urib,10
2639,yopiq,10
3010,qarshisig‘a,10
868,so‘zidan,10
104,kunlardan,10
2629,mehmonxona,10
10011,quda,10
3602,dedi-da,10
2308,tasdiq,10
3904,taqdirda,10
9387,fikri,10
5024,chidab,10
1934,eshigini,10
4666,ko‘zlar,10
3605,deyarlik,10
4183,noma’lum,10
4739,yetti,10
2041,og‘rig‘i,10
266,tanish,10
6957,yoqqa,10
1615,kundan-kunga,10
4182,kimlar,10
5863,qo‘rboshig‘a,10
1051,loyiq,10
6666,yig‘i,10
14344,o‘ldi,10
1258,sirrini,10
225,yuzlik,10
6533,eri,10
227,ko‘zlik,10
11108,birarta,10
5251,o‘zingizni,10
4380,uyqu,10
2054,aqli,10
8582,qayoqqa,10
10044,oylab,10
8015,onam,9
1848,qizg‘a,9
5696,to‘qib,9
9753,kirganda,9
1847,ozod,9
3150,kelmadi,9
3145,shuningdek,9
8155,oling‘an,9
8126,o‘yladi,9
1264,kulimsiradi,9
8152,yillab,9
1322,chiq,9
3397,fuqaro,9
12603,puchuq,9
1233,iqror,9
1836,borlig‘ini,9
5807,hozirda,9
1346,xonning,9
5318,domla,9
3368,qilsin,9
10897,eru,9
9476,oyog‘i,9
9755,yotar,9
2739,bular,9
4238,bo‘lmaydir,9
2878,hammasi,9
6291,otasig‘a,9
338,hujraga,9
1568,bildim,9
1665,musulmonqulni,9
6749,tomosha,9
1561,ilgariroq,9
14076,uyalib,9
3261,qarar,9
3710,achchig‘,9
1556,beklar,9
3964,payqab,9
1677,kuyavi,9
3976,taajjub,9
8636,xabari,9
8804,loaqal,9
8615,barobar,9
15506,tashlar,9
13944,saodatka,9
12494,holg‘a,9
557,chiqish,9
10540,rizoliq,9
4593,nikoh,9
3643,solg‘an,9
586,oldilar,9
4591,yig‘lag‘an,9
592,izoh,9
620,yo‘qsa,9
3630,yaqinlashib,9
336,rahmatning,9
14670,xati,9
4281,aytishka,9
3802,jiddiy,9
3850,kelish,9
11675,onajon,9
19710,karima,9
3864,berasiz,9
12816,darichadan,9
51,ushbu,9
6433,yuqori,9
2756,tomonig‘a,9
73,sekin-sekin,9
2768,nafis,9
4710,dutor,9
10313,anuv,9
10229,kelgandan,9
2779,ushlagan,9
6697,ertasi,9
142,qaratib,9
6605,kunlarini,9
6632,uflab,9
3893,masalasi,9
6642,pullik,9
7872,xabardor,9
4322,yigitka,9
199,ko‘rilgan,9
14182,turishka,9
6342,dushmani,9
8835,musulmonqulg‘a,9
252,darbozasidan,9
7881,hikoyasini,9
6152,davlatlari,9
3653,qilsa,9
3288,edi-da,9
1067,andijon,9
846,qiladir,9
7143,otni,9
4511,xotirjam’,9
3519,bersangiz,9
5961,darbozani,9
13576,so‘rag‘an,9
4575,jiq,9
930,yuzidagi,9
13569,dushman,9
10749,burilib,9
1436,bordim,9
5628,uyidan,9
1428,savdo,9
9914,qisqasi,9
5136,o‘lturdilar,9
2031,soqolini,9
5247,baxt,9
1079,qutidorni,9
12436,burildi,9
11312,holdan,9
11311,ayvong‘a,9
7332,ko‘rishdi,9
2011,turishi,9
8222,yuragini,9
1978,menda,9
12490,tushundi,9
1799,qo‘ydilar,9
1173,tushar,9
5616,tarafdan,9
3027,kechirib,9
8025,joydan,9
10032,mundog‘,9
4272,tushungan,9
4546,kuyavni,9
728,munchalik,9
6056,qatorida,9
720,yo‘qdir,9
16545,qabr,9
2986,ko‘cha,9
9309,darajasiga,9
1492,chiqg‘ach,9
815,qil,9
7679,berdim,9
7933,qog‘oz,9
2316,o‘xshaydir,9
9315,xatning,9
9735,qayerdan,8
5476,eshigi,8
1526,hukumat,8
13016,sodiqboy,8
1611,bizdan,8
5568,vaqti,8
8003,ponsad,8
5483,kirgandan,8
1622,aytkanda,8
5576,qulay,8
5601,chopar,8
1416,deguncha,8
4247,yoshi,8
13089,turmay,8
1378,ko‘mak,8
9671,bo‘lsa-da,8
4323,ko‘nglim,8
1423,boshlaydir,8
7801,chog‘ida,8
1562,gapiga,8
5659,qo‘rqib,8
7903,qushbegidan,8
7890,pirmat,8
1549,so‘zimni,8
1680,gunohsiz,8
4351,bilasiz,8
3342,onangiz,8
15569,ko‘rishib,8
15709,sayfi,8
15719,aravaga,8
7759,sezib,8
4321,nimadan,8
9716,orzusi,8
1430,o‘zimizning,8
5629,unda,8
5521,to‘ldirib,8
1528,birma-bir,8
4409,qilg‘andek,8
7901,ketishka,8
15626,do‘kon,8
9988,yostiqqa,8
3604,qo‘qondan,8
7185,soyasida,8
284,marg‘ilonning,8
746,xoting‘a,8
2549,fikrga,8
4551,shul,8
288,deganning,8
721,o‘girdi,8
12188,ochilg‘an,8
710,qat’iy,8
2285,kela,8
3590,tushunmay,8
2943,aytilgan,8
3600,undog‘,8
6959,hoy,8
6113,ko‘rpacha,8
1835,maqsadi,8
4573,berdilar,8
13801,ko‘zimga,8
2836,otajon,8
2325,tikilgan,8
10186,xotinining,8
14661,kelasi,8
22232,tabib,8
3005,suvi,8
5969,qo‘rg‘onning,8
889,savoldan,8
8854,tilidan,8
875,oradag‘i,8
223,ko‘rkam,8
2583,natija,8
230,endigina,8
14167,bekor,8
4080,daqiqada,8
2240,savolni,8
11411,och,8
4672,to‘kib,8
6025,otidan,8
800,so‘zingiz,8
789,emasdir,8
