,word,freq
1853,tutib,28
1889,uch,28
2407,o'tirib,28
397,ishga,28
693,ko'ra,27
4380,uxlab,27
1021,shunchalik,27
4592,geklberri,27
485,poylab,27
568,suvga,27
3429,o'zlari,27
512,maktab,27
5357,joning,27
262,turdi-da,27
2077,aylanib,27
160,tomni,27
2085,ya'ni,26
3231,daraxt,26
1156,uyiga,26
379,xo'p,26
862,qo'yar,26
1477,ostida,26
1842,bechora,26
4873,kecha,26
401,yakshanba,26
50,ko'tarib,26
3460,ketar,26
1303,yugurib,26
2581,yotib,26
280,odam,26
61,narsani,25
148,eshik,25
4127,yotar,25
903,nafas,25
2224,qandaydir,25
1496,narsalar,25
1934,yonida,25
3227,o'zlarini,25
3287,kishilarning,24
527,diqqat,24
3156,ulardan,24
1297,qo'liga,24
159,orasidan,24
384,maktabga,24
1347,shunda,24
182,ushlab,24
409,majbur,24
3205,mister,24
241,orqasiga,24
3498,soyer,24
263,sekingina,24
3302,tinch,24
695,oradan,24
91,olar,24
381,bugun,24
410,qilish,23
3109,xalq,23
5539,yig'lab,23
1872,ko'zi,23
1530,kelar,23
2100,garper,23
179,bolaning,23
3519,ularga,23
1975,tamom,23
1648,so'nggi,23
5404,bekkining,23
1160,tosh,23
2413,ekanini,22
4420,unday,22
636,oq,22
460,uyga,22
1384,quloq,22
834,qancha,22
2776,tezroq,22
7020,hammalari,22
134,topa,22
1779,kel,22
196,eding,22
848,ko'rinar,22
2255,qiziq,22
3391,sudya,22
2241,shodlik,22
2502,yosh,22
5004,darajada,22
328,xudo,22
6282,gekning,22
850,bir-birlariga,22
855,biri,22
1724,o'ylanib,22
3357,hali,21
197,deysanmi,21
432,bo'yi,21
1590,qo'llarini,21
3574,xabar,21
584,fikr,21
1664,ochib,21
3770,uy,21
1643,bo'hb,21
42,ustidan,21
961,yolg'on,21
146,ochiq,21
111,so'zini,21
2395,basharti,21
4468,bolam,21
4166,aftidan,21
1265,bosib,21
913,tur,20
878,o'zlarining,20
255,devor,20
352,qila,20
130,mushuk,20
220,aytgan,20
309,chiqqan,20
430,chindan,20
3670,hammavaqt,20
1426,sira,20
1841,ertalab,20
48,so'ngra,20
387,ovqat,20
7733,qaroqchilar,20
4024,qo'rqinchli,20
1178,turdi,20
2336,chidab,20
1623,bo'l,19
526,paydo,19
2230,qizning,19
832,ajoyib,19
2446,qolar,19
2015,vaqtida,19
1133,eshitildi,19
1295,o'tirdi,19
10107,o'qituvchi,19
2719,zo'rg'a,19
2142,yolg'iz,19
570,oldilar,19
1826,o'rniga,19
510,deyman,19
935,bilanoq,19
3111,vaqtlarda,19
2254,ko'zlari,19
6338,meff,19
1507,oldi-da,19
1027,garchi,19
2079,yo'lga,19
697,daqiqa,19
2646,sham,19
1716,sari,19
663,qo'yilgan,19
661,ostiga,19
1173,qaytadan,19
7905,tamaki,19
2148,yerdagi,18
191,hoy,18
1743,ichidan,18
797,kishini,18
3212,bularni,18
1169,bordi,18
45,ko'zdan,18
2670,maktabda,18
2561,turardi,18
207,bilaman,18
2757,qolsa,18
3241,bolalarni,18
3291,chol,18
2824,besh,18
1622,tez,18
1850,tashqari,18
914,ko'rsatib,18
665,ikkita,18
3959,tushgan,18
2025,bo'lishi,18
3057,ma'lum,18
1540,orasida,18
4081,o'tgan,18
348,o'ylar,18
1235,shahar,18
277,ko'rinib,17
2760,narsalarni,17
2803,qoldilar,17
1578,ser,17
849,ikkalasi,17
629,xursand,17
4561,bo'sh,17
4894,bergan,17
1204,ko'rar,17
4571,bolalardan,17
1180,derazadan,17
248,boshlagan,17
494,berar,17
2073,yuragi,17
5914,chamasi,17
1112,ko'rindi,17
3862,domla,17
576,qihb,17
3492,bo'lsalar,17
1326,dam,17
418,qachon,17
12276,g'or,17
4341,qulay,17
1159,haligi,17
837,shuncha,17
870,urib,17
768,his,17
1537,yeb,16
4655,qayerda,16
1436,bilasanmi,16
3520,pul,16
710,boshiga,16
1430,beraman,16
6290,tag'in,16
803,ko'k,16
654,mendan,16
7810,g'orning,16
905,jimjitlik,16
2086,o'rtoqlari,16
3707,goh,16
4835,qon,16
2556,qorong'i,16
529,yuziga,16
1403,bilmay,16
6332,bizga,16
37,kampir,16
2131,keldilar,16
1726,rozi,16
630,orada,16
3786,yerning,16
172,orqa,16
1598,qo'li,16
906,hukm,16
1521,ben,16
5502,pastga,16
231,kaltak,16
2588,oldidan,16
1971,ko'raman,16
4971,bilmadim,16
2598,tong,16
1149,dam-badam,16
2066,bo'lmadi,16
5624,qaroqchi,16
3370,mil,16
5235,harakat,16
1880,pichoq,16
2595,bosh,16
6182,bo'ldilar,15
396,qiyin,15
6310,narigi,15
2348,indamay,15
1349,birov,15
7520,eshitib,15
4570,ilgari,15
5721,yo,15
2522,daryo,15
5003,ortiq,15
429,ketadi,15
230,o'tdi,15
181,mahkam,15
2433,xayolida,15
5088,shivirlab,15
57,bolaga,15
2367,o'tmay,15
1757,bo'lsam,15
2785,o'zida,15
122,zo'r,15
143,ko'rmagan,15
254,taxta,15
1467,esiga,15
1118,ko'proq,15
1359,deysan,15
4196,o'ch,14
4679,yura,14
1839,tush,14
2440,qilmay,14
1286,qaradi,14
2447,o'zicha,14
1032,paytda,14
4819,birorta,14
4799,nariga,14
3738,ibodat,14
3731,qo'ng'iz,14
999,turdilar,14
2434,kasal,14
2265,tariqa,14
919,og'iz,14
1920,uchinchi,14
1499,yig'ishtirib,14
4751,vaqtgacha,14
3026,jiddiy,14
1899,qadar,14
156,hamda,14
1901,bo'lmaydi,14
1401,ber,14
932,bog'lab,14
2790,ta'sir,14
1584,orqaga,14
637,ip,14
1245,va'da,14
253,baland,14
5531,yarqirab,14
2441,yuzini,14
621,hamki,14
341,axir,14
1989,qalin,14
2886,emish,14
3280,qarshi,14
4441,shaharga,14
281,barcha,14
2313,xolasining,14
1350,axtarib,14
4433,o'lib,14
7786,qidirib,14
2723,qo'lidan,14
2724,kitobni,14
216,bo'lsang,14
1526,qo'rqar,13
5890,qo'rqib,13
1054,oladi,13
2768,demak,13
1024,o't,13
1425,so'zlari,13
402,kunlari,13
4385,baqirdi,13
2033,tashqariga,13
802,ustidagi,13
2956,cherkov,13
51,qo'ydi-da,13
4386,xurrak,13
1323,o'g'il,13
1858,ishlangan,13
1264,qorong'ilik,13
1267,chuqur,13
1417,e'tibor,13
528,xolaning,13
2026,haqida,13
2147,yonidan,13
1524,hammadan,13
2745,bormi,13
1906,buyuk,13
3039,minut,13
269,ishlarini,13
5139,durust,13
3176,tegib,13
2750,emasman,13
1130,yaramas,13
6007,duch,13
1961,birdaniga,13
623,zamonda,13
767,kabi,13
2986,o'xshash,13
3509,qo'l,13
2543,osilib,13
1814,qolib,13
1642,etdi,13
3208,ko'ngli,13
6373,doktor,13
4841,kavlab,13
860,tomoniga,13
2359,shodlanib,13
3216,so'zga,13
5546,qoldirib,13
5397,tor,13
1807,qo'lga,13
2888,beri,13
5866,ko'mib,13
1632,to'xtadi,13
2291,umid,13
2188,hafta,13
5447,pulni,13
2358,sezib,13
934,bitta,13
3488,ba'zi,13
1805,tomosha,13
436,yurdi,13
1150,burilib,13
1197,kech,12
4139,kuzatib,12
962,aytasan,12
4268,so'zlarini,12
5636,yo'qotib,12
1196,bildirdi,12
3358,kishiga,12
4727,yaxshiroq,12
6755,baribir,12
135,olmadi,12
4934,shanba,12
5490,stol,12
851,churq,12
201,nimaga,12
5670,uyquga,12
1937,uyda,12
515,emasmi,12
498,o'xshab,12
2562,atrofga,12
2829,gal,12
2891,yuradigan,12
4212,uncha,12
2669,kungi,12
7775,uyida,12
6493,potterning,12
1744,bam,12
54,qaray,12
691,bilar,12
996,yaqinlashib,12
2146,uyning,12
4881,o'zaro,12
625,boshlab,12
1720,qiziqib,12
1126,etar,12
1324,qizlar,12
5277,qayg'uli,12
4787,kechada,12
3783,sud,12
1988,yaxshilab,12
4810,o'xshaydi,12
3764,duglas,12
8024,so'zlashib,12
11919,ispaniyalik,12
1006,oyoqlari,12
2678,tavrot,12
7360,negaki,12
5840,tekkan,12
5831,uydan,12
1829,o'lik,12
5828,topgan,12
406,o'ynab,12
3832,bo'lmas,12
1987,oyoq,12
3981,bo'lishini,12
1785,qo'y,12
378,to'la,12
2490,to'lib,12
480,bo'lak,12
274,ahmoq,12
52,lining,12
477,kechki,12
2232,istar,12
2404,ishlari,11
6429,oltin,11
736,qilishni,11
1364,yo'lda,11
264,kulib,11
1313,qilishga,11
304,qilmoqchi,11
820,och,11
2151,qizga,11
4331,keyinroq,11
1049,anavi,11
5398,to'da,11
4482,tovushlari,11
6362,ekanlar,11
267,nahotki,11
2835,ko'zlarini,11
5376,davomida,11
826,umuman,11
6228,bizlarni,11
2410,chin,11
1982,rost,11
1093,ikkala,11
1755,urinib,11
5124,yozilgan,11
2040,yuqori,11
3320,ma'qul,11
539,ko'rdi,11
660,ohb,11
5916,daraxtlar,11
1257,uzun,11
1876,itning,11
5614,yashirib,11
1136,bo'lsin,11
2251,tashladi,11
2645,o'tgandan,11
3838,qo'ng'iroq,11
2474,rangi,11
1144,ho'ngrab,11
2630,uchib,11
2626,irg'ib,11
1014,boricha,11
612,ba'zan,11
3456,havo,11
3651,narsadan,11
3624,tomas,11
3607,baxtsiz,11
7990,borardi,11
3017,aytdi,11
5971,robin,11
1550,o'rtasida,11
141,bolani,11
1294,kehb,11
6613,to'g'rida,11
11356,gekni,11
4216,bir-ikki,11
11344,kunduz,11
1769,birovning,11
524,ko'nglida,11
709,bo'lgani,11
5180,sizni,11
1923,bo'lish,11
2365,qotib,11
2235,eshikka,11
25,qiladi,11
4140,it,11
1738,tomon,11
1525,ortiqroq,11
2456,qo'llari,11
30,bermadi,10
4878,shamol,10
4901,otam,10
5707,olsak,10
5393,ketayotgan,10
1187,onasi,10
1207,qarorga,10
5709,yomonlik,10
1063,ustini,10
40,tushirib,10
4885,keta,10
1212,ertasi,10
5720,ketsa,10
5296,yurishga,10
12112,g'orga,10
4660,bech,10
4871,ko'milgan,10
843,bo'lardi,10
14321,jons,10
4677,oldin,10
1094,singari,10
5201,to'lgan,10
881,ulug,10
5997,qaroqchilik,10
1272,keng,10
1270,o'ttiz,10
2172,emmi,10
1314,tayyor,10
2268,oyog'i,10
5703,agarda,10
76,chinakam,10
5518,yur,10
1252,dunyo,10
4783,o'rmon,10
6109,joy,10
5025,yerlari,10
4830,dori,10
4575,qaramay,10
1244,uzoqdan,10
9062,edik,10
1725,turgandan,10
1833,yurish,10
684,ishi,10
2600,uyg'onib,10
2616,xotinning,10
3160,qarar,10
6683,sekin,10
8221,oppoq,10
7392,bekkini,10
1837,o'z-o'zidan,10
8390,chekib,10
3134,duo,10
8335,suvning,10
2139,tantanali,10
4288,ochilib,10
400,keladi,10
3096,yil,10
1445,berilib,10
7967,suzib,10
1544,tovushini,10
4015,boshi,10
482,o'g'irlab,10
3550,yordam,10
3619,cho'kib,10
1658,yaqinroq,10
7241,kechalari,10
177,endigina,10
3747,o'tirdilar,10
1741,ming,10
7833,daryoning,10
7012,sezilib,10
1583,chetga,10
9857,tura,10
3979,mamnun,10
6901,qutulib,10
3330,voqea,10
3321,yo'lida,10
395,berishga,10
434,otib,10
307,bo'ladimi,10
1955,allaqachon,10
6325,jinlar,10
4365,ostidan,10
2890,kiyib,10
98,unchalik,10
2850,toza,10
2831,jur'at,10
2952,jo'nadilar,10
746,tez-tez,10
783,begona,10
323,olmayman,10
1911,narsaning,10
2988,o'rtog'iga,10
115,engashib,10
786,shaharcha,10
303,bo'lgandan,10
11566,pullarni,10
3390,techerning,9
1754,ozgina,9
1200,deraza,9
380,mayli,9
5702,ekani,9
12563,duglasning,9
4908,mast,9
5690,iborat,9
1092,damda,9
1978,kelish,9
279,qari,9
2674,quyosh,9
2338,hoi,9
1219,hammaning,9
5321,garperning,9
552,xayoliga,9
1723,torn,9
1728,o'ylayman,9
2752,o'qib,9
193,nhna,9
542,nazarida,9
3420,yoqdan-bu,9
535,kelmadi,9
1086,cho'ntagidan,9
5731,zamonlar,9
2558,kam,9
2576,tagiga,9
3409,bo'lishni,9
1193,ketmoqchi,9
1055,haqiqatda,9
9829,alfred,9
7898,bo'yiga,9
2659,alomatlari,9
2031,shirin,9
1025,yonib,9
3103,qariyb,9
1916,narsaga,9
2934,bo'yicha,9
2045,qo'lida,9
235,voy,9
256,oshib,9
234,aniq,9
12874,toshning,9
8672,eshikni,9
3,boshidan,9
12846,choi,9
2877,yopishib,9
451,ishiga,9
5259,ko'ringan,9
227,ovozi,9
1801,oyoqlarini,9
1050,devorning,9
2597,ko'ngilli,9
5433,ot,9
3268,vaqti,9
1175,chaqirib,9
2587,berish,9
333,halok,9
3028,muallim,9
4941,eshitgan,9
3334,qum,9
2197,dunyoda,9
5164,aytmayman,9
6936,orqalaridan,9
1404,qo'ysang-chi,9
11803,juma,9
1699,bolalarga,9
3892,yuqoriga,9
2442,o'girib,9
4588,hammaga,9
6418,oqarib,9
765,etgan,9
11415,xazinani,9
6432,sizlar,9
6435,sizlarga,9
742,chiqar,9
6880,qo'rqqanidan,9
3865,taklif,9
4629,o'xshar,9
2443,jon,9
2124,chiqdilar,9
6681,qurib,9
6494,pichoqni,9
2185,oy,9
4153,sudrab,9
2459,abadiy,9
694,olmas,9
700,unutib,9
4708,qayerdan,9
4336,yo'qolib,9
2095,biriga,9
1599,katta-katta,9
4319,yotardi,9
569,tiqib,9
4470,ichi,9
120,karavot,9
1346,kelmas,9
1344,aqalli,9
2549,bera,9
7293,tushimda,9
4522,boraman,9
4844,bo'lmagan,9
4462,bordilar,9
2143,jeff,9
1635,kelayotgan,9
1614,to'xta,9
1606,chap,9
4325,yeri,9
2529,ketishni,9
4324,tekshirib,9
3788,go'zal,9
175,qayrilib,9
800,chiroylik,9
2182,qilaman,9
5062,surib,8
2657,ko'zlarida,8
1449,olmoqchi,8
3022,cherkovga,8
1466,bo'lganini,8
3003,uchta,8
4652,erkin,8
1894,narsalarini,8
2550,haqda,8
2389,uch-to'rt,8
1378,odamlar,8
5314,ikkalamiz,8
5312,bora-bora,8
2716,soatdan,8
5285,yashirin,8
2703,qolish,8
4447,ishlar,8
2414,xayol,8
4415,bersin,8
1914,orzu,8
4396,olgandan,8
2166,shuhrat,8
1399,beradi,8
2664,yotdi,8
2933,odat,8
4340,qolgani,8
1429,soqqa,8
2042,tomonidagi,8
5013,bir-birlaridan,8
1843,turli,8
3381,natijasida,8
1260,ko'chaga,8
3948,yorug'i,8
4938,bo'lmay,8
1253,ko'zga,8
3925,bolalari,8
2504,eshikdan,8
2516,yerlarda,8
2518,sol,8
1758,darrov,8
2568,shamning,8
3804,qo'llaridagi,8
1201,tagida,8
2219,qiladilar,8
3729,beshinchi,8
1736,bo'lganida,8
3690,bilasan,8
5363,aytaman,8
4848,qilsang,8
3618,tiz,8
4475,qilgani,8
3603,ayniqsa,8
3570,bunda,8
3457,tovushlar,8
4874,bo'lganda,8
4004,diqqatini,8
2064,olishga,8
1262,ondayoq,8
4040,tezdan,8
1292,gul,8
1291,oz,8
4668,baliq,8
2216,birovga,8
4219,yuborib,8
3143,talab,8
4178,o'rtada,8
1494,shunga,8
4704,o'lgan,8
1153,masxara,8
5009,kanani,8
1279,entikib,8
2624,qahramon,8
1827,jonni,8
3179,oldinga,8
1818,ishning,8
3190,turish,8
4713,oldim,8
5000,o'ralgan,8
1519,tinchgina,8
3236,sizga,8
1529,sakrab,8
4969,kana,8
1352,lozim,8
0,kitobning,8
6204,o'zlariga,8
7466,sovuq,8
299,qaysisi,8
907,surdi,8
300,bir-biriga,8
678,goho,8
5629,yo'lni,8
549,nimalar,8
864,bir-birlarining,8
6653,tashvish,8
257,yugurganicha,8
6987,chiqarmay,8
648,tinglab,8
6454,so'rab,8
7159,ketishga,8
11502,turadi,8
722,hozirgi,8
6068,o'g'rilar,8
1042,qoladi,8
5992,hikoya,8
9214,birin-ketin,8
251,etib,8
9098,esingda,8
5604,vijdon,8
243,xavfli,8
1012,g'azab,8
5538,ekan-da,8
8217,tomchilari,8
6280,ehtiyot,8
707,qaraganda,8
5529,soz,8
9607,ko'rdim,8
6055,ura,8
711,qayg'u,8
11550,kerki,8
5466,keragi,8
390,tentirab,8
653,ishing,8
12689,g'ordan,8
64,kelganda,8
5431,navbat,8
7348,oralab,8
6565,o'ldirish,8
5807,tomonida,8
7186,joni,8
841,kiyimlarini,8
6146,seskanib,8
6181,finn,8
582,zamon,8
7329,qiladigan,8
674,xolam,8
8781,shamni,8
6193,ichkariga,8
597,nimchasining,8
8298,ko'rish,8
58,o'xshagan,8
8480,o'shanda,7
7009,berishini,7
413,boshqacha,7
2978,ingichka,7
3004,qizil,7
6294,qoladilar,7
3248,o'tirishga,7
2977,qilingan,7
4464,o'chib,7
7958,yuringlar,7
3870,dastlab,7
1912,egasi,7
6888,xarob,7
3213,oddiy,7
1587,turgandek,7
450,qo'yish,7
8106,rashk,7
3986,so'zlariga,7
3874,edi-da,7
4780,natija,7
781,o'zidan,7
3157,na,7
425,aks,7
915,qo'yaman,7
3046,eshitdi,7
1242,tog,7
391,yuradi,7
1383,so'ziga,7
4414,xayr,7
1566,undagi,7
1261,devorga,7
3831,mutlaqo,7
4466,qaltirab,7
4603,bo'lsa-da,7
858,ikkinchisi,7
6129,sirli,7
3528,qildilar,7
1624,qirg'oqqa,7
1693,ayta,7
7350,temir,7
1690,qilayotgan,7
4615,foydalanib,7
6256,o'ylaysan,7
1688,behuda,7
6239,bularga,7
3297,yetaklab,7
3566,allaqanday,7
4587,shaharda,7
3597,tug'ildi,7
1669,ey,7
827,shaharning,7
1665,do'stim,7
3626,bilgan,7
1337,uyi,7
7277,ishonch,7
6207,olmay,7
1707,damba-dam,7
3461,bulardan,7
1718,ko'zini,7
3455,edilarki,7
7934,foyda,7
6289,tss,7
5988,oldilar-da,7
1776,bekor,7
1269,o'rab,7
7899,yo'ldan,7
7894,tepalikdan,7
1275,fut,7
1760,jonim,7
6379,kavlay,7
6044,birozdan,7
3380,fikrlar,7
7097,bo'yida,7
525,shubha,7
1733,ko'cha,7
6259,biladi,7
4494,ninia,7
4667,yerida,7
7607,ichini,7
7580,piter,7
4666,xohlagan,7
776,hah,7
7952,ko'rdingmi,7
350,ekanligini,7
2418,boy,7
4193,sezgan,7
204,bilmayman,7
2063,tezda,7
726,tanish,7
2059,tegdi,7
755,og'zini,7
6675,qoldim,7
2633,qulog'iga,7
1018,bir-birlarini,7
4887,o'likning,7
703,odatda,7
242,qaragan,7
698,o'tar-o'tmas,7
6543,qilding,7
1007,orasidagi,7
2179,haddan,7
2649,yopib,7
757,yoqimli,7
6717,qayoqdan,7
2028,tanlab,7
6478,to'satdan,7
6504,potterni,7
2089,joyda,7
1031,tushdilar,7
4246,yuruvchi,7
11983,o'rtog'i,7
102,ovoz,7
5451,emishlar,7
11553,charchab,7
11493,dollar,7
6571,urgan,7
2454,jingalak,7
5229,yettinchi,7
11049,bolalarim,7
5483,keyiii,7
5241,jimjit,7
10964,hindining,7
6525,bo'ldi-da,7
2123,sanab,7
4227,to'xtamay,7
155,o'tlar,7
2109,mayda,7
2107,bermas,7
4257,yuborgan,7
10290,tufayli,7
2660,ko'rinmas,7
4147,zerikib,7
992,bir-birlari,7
5286,ichidagi,7
9161,qabul,7
31,qayoqqa,7
730,hushtak,7
6778,qasam,7
971,jo'nab,7
1194,ketish,7
1960,kelardi,7
8732,tavba,7
5708,niina,7
1954,sochlari,7
4930,cholning,7
2281,ko'kragiga,7
6836,kuchli,7
2270,orasiga,7
1458,urush,7
2881,ko'tarilib,7
4290,shod,7
13663,qoya,7
4297,nimasi,7
2924,bunchalik,7
1190,tezlikda,7
2801,borish,7
5227,olishib,7
685,sidning,7
4975,bo'lmasa-chi,7
1058,deganing,7
2731,tomonidan,7
737,xohlar,7
1999,insof,7
4109,xazina,7
984,kelmaydi,7
2198,baxtli,7
2751,yaxshisi,7
9158,izlab,7
4953,miyovlab,7
8968,olamiz,7
2762,aqlli,7
975,uzib,7
729,g'alati,7
1168,quvlab,7
1455,kirishdi,6
3753,sekin-sekin,6
7200,sayin,6
595,qo'rquv,6
4285,ishdan,6
7203,yashin,6
3749,nariroqqa,6
4289,qo'ydilar,6
6866,bildim,6
3771,saroy,6
6957,narida,6
1557,kuchi,6
6863,judayam,6
3704,topdi,6
6848,qadamcha,6
4044,tekis,6
3989,ixtiyorsiz,6
4045,va'z,6
3983,joyida,6
6931,bo'lganidan,6
1565,kema,6
6827,noma'lum,6
3953,dengiz,6
3913,boshqalar,6
1620,arqonni,6
4110,borligini,6
6750,ishimiz,6
644,aytgandek,6
1508,o'rtoqlarini,6
688,bo'ladigan,6
7063,solingan,6
4161,keldi-da,6
1597,o'ng,6
626,gapga,6
1493,xullas,6
7138,qaysilari,6
4223,yugura,6
1601,ko'rsatar,6
1071,qolasan,6
3696,yeridan,6
8628,bo'ylab,6
2625,joyidan,6
2637,jaranglab,6
2647,yorug'ida,6
9347,awal,6
9305,o'rinlaridan,6
2658,yaxshilik,6
9235,shodlanar,6
2668,to'rtinchi,6
2730,paypaslab,6
2732,berilgan,6
9011,qolamiz,6
8998,borishni,6
8983,o'rganib,6
8905,qurigan,6
8885,ba'zida,6
8858,ovqatdan,6
2810,joyiga,6
8777,chiqa,6
2841,oqib,6
336,kitobda,6
2865,uyat,6
2882,qolgandek,6
8668,chiroq,6
9497,uvada,6
2619,kechaning,6
2592,nafasini,6
73,birdan-bir,6
2,soyerning,6
12,a,6
2260,gavdasini,6
2264,bora,6
2208,qizni,6
2207,payqab,6
2317,urdi,6
2351,keyingina,6
2380,shundaymi,6
12283,qovoqxonaning,6
2403,odatdagi,6
9675,so'zladi,6
12220,pullar,6
12058,sandiqchani,6
2133,qat'iy,6
2462,tashlanib,6
2489,yoshga,6
2513,g'am,6
10210,bekkiga,6
2551,yengilgina,6
10103,o'qituvchining,6
10102,topish,6
2897,kiyim,6
2942,ishlarni,6
1655,so'ng,6
8579,o'rtoqlariga,6
7919,olov,6
1774,yerini,6
3337,tuyular,6
3352,muhim,6
7843,gekka,6
3376,aytishicha,6
1747,oladigan,6
7638,tushunib,6
1729,bilasan-ku,6
1727,bo'lgandek,6
1710,ishini,6
567,boshlarini,6
3523,sudyaning,6
1695,yuzida,6
1689,gapni,6
3564,qizg'in,6
3565,chiqmadi,6
574,ho'l,6
3595,tuyuldi,6
3601,sezdi,6
7325,voqeani,6
581,qo'ldan,6
3636,o'zingni,6
3292,advokat,6
473,kattalar,6
1448,soqqani,6
3066,bilet,6
8520,motam,6
1915,qilsa,6
2993,berasan,6
1892,shahardagi,6
3014,yonidagi,6
8451,havoning,6
3027,keksa,6
3030,orqasini,6
1874,mis,6
3063,mukofot,6
3078,direktor,6
1793,avval,6
394,jazo,6
405,bayram,6
414,iloj,6
3122,hodisa,6
419,nisbatan,6
1828,miller,6
3161,yoshlar,6
8158,chaqmoq,6
8009,yurdilar,6
7968,uyquda,6
4299,oltinchi,6
3669,chiroyli,6
2237,oyog'ini,6
1111,gavdasi,6
4952,javoban,6
979,nimani,6
4451,eshitilar,6
5608,kela,6
